"Date","county","dose_1_pct","fully_pct","metro","state"
2022-03-16,"Buchanan County",56.8,53.3,"Non-metro","Iowa"
2022-03-27,"Hamilton County",67.9,63.3,"Non-metro","Iowa"
2022-03-29,"Clinton County",60.2,54.4,"Non-metro","Iowa"
2022-03-09,"Dickinson County",64.2,57.7,"Non-metro","Iowa"
2022-03-31,"Davis County",38.9,36.6,"Non-metro","Iowa"
2022-03-11,"Cerro Gordo County",67.9,62.7,"Non-metro","Iowa"
2022-03-18,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-21,"Monroe County",49,46.2,"Non-metro","Iowa"
2022-03-07,"Pocahontas County",55.7,51.7,"Non-metro","Iowa"
2022-03-20,"Grundy County",65.3,61.8,"Metro","Iowa"
2022-03-26,"Crawford County",58.1,53.7,"Non-metro","Iowa"
2022-03-08,"Marshall County",71.2,65.3,"Non-metro","Iowa"
2022-03-21,"Jackson County",55.8,52.9,"Non-metro","Iowa"
2022-03-25,"Cerro Gordo County",68,62.9,"Non-metro","Iowa"
2022-03-09,"Louisa County",56.5,52.5,"Non-metro","Iowa"
2022-03-17,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-18,"Tama County",67.1,62.4,"Non-metro","Iowa"
2022-03-09,"Woodbury County",62.7,55.8,"Metro","Iowa"
2022-03-17,"Davis County",38.8,36.5,"Non-metro","Iowa"
2022-03-28,"Lucas County",48.1,45.1,"Non-metro","Iowa"
2022-03-29,"Clarke County",58.9,54.6,"Non-metro","Iowa"
2022-03-17,"Cedar County",63.8,59.7,"Non-metro","Iowa"
2022-03-30,"Tama County",67.2,62.5,"Non-metro","Iowa"
2022-03-09,"Lee County",56,50.6,"Non-metro","Iowa"
2022-03-04,"Woodbury County",62.7,55.7,"Metro","Iowa"
2022-03-16,"Van Buren County",44.8,41.8,"Non-metro","Iowa"
2022-03-16,"Jones County",62,58.2,"Metro","Iowa"
2022-03-11,"Adair County",53,49.1,"Non-metro","Iowa"
2022-03-31,"Crawford County",58.1,53.8,"Non-metro","Iowa"
2022-03-13,"Ringgold County",55.6,52,"Non-metro","Iowa"
2022-03-13,"Sioux County",44.7,41.5,"Non-metro","Iowa"
2022-03-09,"Cerro Gordo County",67.8,62.7,"Non-metro","Iowa"
2022-03-20,"Clarke County",58.8,54.5,"Non-metro","Iowa"
2022-03-06,"Worth County",55,51.6,"Non-metro","Iowa"
2022-03-31,"Delaware County",57.5,54.4,"Non-metro","Iowa"
2022-03-18,"Clarke County",58.8,54.5,"Non-metro","Iowa"
2022-03-10,"Buchanan County",56.8,53.2,"Non-metro","Iowa"
2022-03-11,"Audubon County",60.4,58,"Non-metro","Iowa"
2022-03-07,"Osceola County",47.8,44.8,"Non-metro","Iowa"
2022-03-14,"Osceola County",47.8,44.8,"Non-metro","Iowa"
2022-03-02,"Adair County",52.9,49,"Non-metro","Iowa"
2022-03-13,"Scott County",71,60.3,"Metro","Iowa"
2022-03-28,"Mahaska County",47.8,44.1,"Non-metro","Iowa"
2022-03-19,"Lee County",56.1,50.7,"Non-metro","Iowa"
2022-03-28,"Linn County",71.9,66.3,"Metro","Iowa"
2022-03-09,"Adair County",53,49,"Non-metro","Iowa"
2022-03-08,"Tama County",66.9,62,"Non-metro","Iowa"
2022-03-23,"Cherokee County",56.8,52.8,"Non-metro","Iowa"
2022-03-08,"Humboldt County",53,49.6,"Non-metro","Iowa"
2022-03-27,"Humboldt County",53.1,49.8,"Non-metro","Iowa"
2022-03-27,"Union County",55.1,51.1,"Non-metro","Iowa"
2022-03-22,"Webster County",62.2,57.3,"Non-metro","Iowa"
2022-03-03,"Henry County",57.6,53.2,"Non-metro","Iowa"
2022-03-14,"Pottawattamie County",65.2,56.9,"Metro","Iowa"
2022-03-30,"Lee County",56.2,50.8,"Non-metro","Iowa"
2022-03-06,"Dallas County",71.9,66.3,"Metro","Iowa"
2022-03-14,"Allamakee County",59,52.9,"Non-metro","Iowa"
2022-03-20,"Carroll County",64.9,61.6,"Non-metro","Iowa"
2022-03-12,"Fayette County",57.8,54.2,"Non-metro","Iowa"
2022-03-23,"Bremer County",63.5,59.5,"Metro","Iowa"
2022-03-16,"Audubon County",60.4,58,"Non-metro","Iowa"
2022-03-02,"Linn County",71.6,66,"Metro","Iowa"
2022-03-23,"Des Moines County",56,51.3,"Non-metro","Iowa"
2022-03-29,"Chickasaw County",58.2,54.7,"Non-metro","Iowa"
2022-03-24,"Mitchell County",51.2,48.6,"Non-metro","Iowa"
2022-03-11,"O'Brien County",53.2,50,"Non-metro","Iowa"
2022-03-31,"Black Hawk County",64.9,59.9,"Metro","Iowa"
2022-03-13,"Linn County",71.7,66.2,"Metro","Iowa"
2022-03-31,"Fremont County",58.3,52.3,"Non-metro","Iowa"
2022-03-17,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-24,"Jasper County",62.6,58.2,"Non-metro","Iowa"
2022-03-15,"Clayton County",51.5,47.6,"Non-metro","Iowa"
2022-03-23,"Harrison County",58.6,51.7,"Metro","Iowa"
2022-03-27,"Osceola County",48,44.9,"Non-metro","Iowa"
2022-03-15,"Cerro Gordo County",67.9,62.7,"Non-metro","Iowa"
2022-03-19,"Tama County",67.1,62.4,"Non-metro","Iowa"
2022-03-18,"Louisa County",56.6,52.6,"Non-metro","Iowa"
2022-03-18,"Franklin County",58.1,54.4,"Non-metro","Iowa"
2022-03-28,"Madison County",58,53.9,"Metro","Iowa"
2022-03-01,"Bremer County",63.3,59.3,"Metro","Iowa"
2022-03-06,"Clay County",56.1,51.5,"Non-metro","Iowa"
2022-03-28,"Tama County",67.2,62.4,"Non-metro","Iowa"
2022-03-15,"Pottawattamie County",65.2,56.9,"Metro","Iowa"
2022-03-09,"Davis County",38.8,36.3,"Non-metro","Iowa"
2022-03-31,"Mills County",64.8,56.1,"Metro","Iowa"
2022-03-09,"Lyon County",46.5,41,"Non-metro","Iowa"
2022-03-14,"Clay County",56.1,51.6,"Non-metro","Iowa"
2022-03-31,"Pottawattamie County",65.5,57.2,"Metro","Iowa"
2022-03-30,"Cedar County",63.8,59.9,"Non-metro","Iowa"
2022-03-05,"Carroll County",64.9,61.3,"Non-metro","Iowa"
2022-03-05,"Plymouth County",56.1,52.1,"Metro","Iowa"
2022-03-31,"Keokuk County",49.8,46.4,"Non-metro","Iowa"
2022-03-30,"Buena Vista County",73.4,67.6,"Non-metro","Iowa"
2022-03-21,"Appanoose County",51.1,47.1,"Non-metro","Iowa"
2022-03-14,"Iowa County",66.5,62.5,"Non-metro","Iowa"
2022-03-04,"Guthrie County",62,57.8,"Metro","Iowa"
2022-03-13,"Franklin County",58.1,54.3,"Non-metro","Iowa"
2022-03-12,"Montgomery County",62.4,56,"Non-metro","Iowa"
2022-03-11,"Butler County",60.4,57.1,"Non-metro","Iowa"
2022-03-25,"Decatur County",45.1,40.6,"Non-metro","Iowa"
2022-03-30,"Davis County",38.9,36.6,"Non-metro","Iowa"
2022-03-04,"Story County",68,62.6,"Metro","Iowa"
2022-03-07,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-18,"Pocahontas County",55.9,51.9,"Non-metro","Iowa"
2022-03-21,"Delaware County",57.3,54.2,"Non-metro","Iowa"
2022-03-25,"Humboldt County",53.1,49.8,"Non-metro","Iowa"
2022-03-06,"Butler County",60.4,57,"Non-metro","Iowa"
2022-03-26,"Poweshiek County",64.9,58.3,"Non-metro","Iowa"
2022-03-31,"Buchanan County",56.9,53.4,"Non-metro","Iowa"
2022-03-31,"Calhoun County",62.9,59.3,"Non-metro","Iowa"
2022-03-23,"Clay County",56.2,51.7,"Non-metro","Iowa"
2022-03-14,"Delaware County",57.3,54.1,"Non-metro","Iowa"
2022-03-01,"Ringgold County",55.5,51.9,"Non-metro","Iowa"
2022-03-23,"Franklin County",58.2,54.4,"Non-metro","Iowa"
2022-03-18,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-23,"Pottawattamie County",65.4,57,"Metro","Iowa"
2022-03-14,"Audubon County",60.4,58,"Non-metro","Iowa"
2022-03-23,"Kossuth County",55.6,51.8,"Non-metro","Iowa"
2022-03-18,"Boone County",68.8,64.3,"Non-metro","Iowa"
2022-03-30,"Winnebago County",56.1,52,"Non-metro","Iowa"
2022-03-10,"Webster County",62.1,57.1,"Non-metro","Iowa"
2022-03-09,"Marshall County",71.2,65.3,"Non-metro","Iowa"
2022-03-02,"Winnebago County",55.9,51.8,"Non-metro","Iowa"
2022-03-29,"Wapello County",53.5,49.7,"Non-metro","Iowa"
2022-03-04,"Iowa County",66.5,62.3,"Non-metro","Iowa"
2022-03-13,"Davis County",38.8,36.4,"Non-metro","Iowa"
2022-03-27,"Monona County",57.2,53.6,"Non-metro","Iowa"
2022-03-13,"Ida County",52.5,48.6,"Non-metro","Iowa"
2022-03-31,"Mitchell County",51.2,48.6,"Non-metro","Iowa"
2022-03-24,"Greene County",61.6,57.9,"Non-metro","Iowa"
2022-03-09,"Winneshiek County",66.7,61.9,"Non-metro","Iowa"
2022-03-16,"Jackson County",55.7,52.8,"Non-metro","Iowa"
2022-03-05,"Palo Alto County",54,50.5,"Non-metro","Iowa"
2022-03-28,"Dubuque County",68.6,64.1,"Metro","Iowa"
2022-03-16,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-26,"Dallas County",72,66.6,"Metro","Iowa"
2022-03-09,"Wright County",61.1,57,"Non-metro","Iowa"
2022-03-26,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-29,"Lee County",56.2,50.8,"Non-metro","Iowa"
2022-03-09,"Clay County",56.1,51.5,"Non-metro","Iowa"
2022-03-20,"Palo Alto County",54.1,50.6,"Non-metro","Iowa"
2022-03-24,"Cass County",62.1,58,"Non-metro","Iowa"
2022-03-20,"Story County",68.1,62.8,"Metro","Iowa"
2022-03-22,"Osceola County",47.9,44.9,"Non-metro","Iowa"
2022-03-20,"Plymouth County",56.2,52.3,"Metro","Iowa"
2022-03-16,"Clinton County",60.1,54.3,"Non-metro","Iowa"
2022-03-21,"Humboldt County",53.1,49.7,"Non-metro","Iowa"
2022-03-07,"Dubuque County",68.4,63.8,"Metro","Iowa"
2022-03-14,"Dubuque County",68.5,63.9,"Metro","Iowa"
2022-03-13,"Pottawattamie County",65.2,56.9,"Metro","Iowa"
2022-03-16,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-22,"Madison County",58,53.8,"Metro","Iowa"
2022-03-24,"Sioux County",44.8,41.5,"Non-metro","Iowa"
2022-03-12,"Pocahontas County",55.9,51.8,"Non-metro","Iowa"
2022-03-03,"Chickasaw County",57.9,54.4,"Non-metro","Iowa"
2022-03-14,"Emmet County",56.5,52,"Non-metro","Iowa"
2022-03-01,"Davis County",38.7,36.2,"Non-metro","Iowa"
2022-03-27,"Adair County",53.1,49.2,"Non-metro","Iowa"
2022-03-08,"Lee County",56,50.5,"Non-metro","Iowa"
2022-03-26,"Humboldt County",53.1,49.8,"Non-metro","Iowa"
2022-03-27,"Henry County",57.9,53.6,"Non-metro","Iowa"
2022-03-02,"Scott County",70.8,60.1,"Metro","Iowa"
2022-03-14,"Pocahontas County",55.9,51.8,"Non-metro","Iowa"
2022-03-20,"Butler County",60.5,57.2,"Non-metro","Iowa"
2022-03-11,"Palo Alto County",54,50.6,"Non-metro","Iowa"
2022-03-06,"Warren County",64.4,59.5,"Metro","Iowa"
2022-03-26,"Woodbury County",62.9,56.1,"Metro","Iowa"
2022-03-28,"Plymouth County",56.2,52.3,"Metro","Iowa"
2022-03-30,"Monroe County",49.1,46.2,"Non-metro","Iowa"
2022-03-21,"Woodbury County",62.9,56,"Metro","Iowa"
2022-03-30,"Audubon County",60.5,58.1,"Non-metro","Iowa"
2022-03-16,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-01,"Iowa County",66.4,62.3,"Non-metro","Iowa"
2022-03-09,"Union County",55,51,"Non-metro","Iowa"
2022-03-03,"Mahaska County",47.6,43.9,"Non-metro","Iowa"
2022-03-13,"Dubuque County",68.5,63.9,"Metro","Iowa"
2022-03-12,"Greene County",61.6,57.8,"Non-metro","Iowa"
2022-03-16,"Grundy County",65.3,61.7,"Metro","Iowa"
2022-03-02,"Shelby County",63,58.6,"Non-metro","Iowa"
2022-03-25,"Warren County",64.5,59.7,"Metro","Iowa"
2022-03-24,"Bremer County",63.5,59.5,"Metro","Iowa"
2022-03-06,"Buena Vista County",72.9,67.1,"Non-metro","Iowa"
2022-03-22,"Winnebago County",56.1,52,"Non-metro","Iowa"
2022-03-09,"Polk County",73.8,67,"Metro","Iowa"
2022-03-10,"Appanoose County",51,47,"Non-metro","Iowa"
2022-03-03,"Hardin County",59.2,55.7,"Non-metro","Iowa"
2022-03-05,"Decatur County",44.9,40.3,"Non-metro","Iowa"
2022-03-17,"Wayne County",44.9,41.8,"Non-metro","Iowa"
2022-03-31,"Winneshiek County",66.8,62.1,"Non-metro","Iowa"
2022-03-23,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-01,"Mitchell County",51.1,48.5,"Non-metro","Iowa"
2022-03-07,"Webster County",62,57.1,"Non-metro","Iowa"
2022-03-06,"Des Moines County",55.9,51.1,"Non-metro","Iowa"
2022-03-14,"Buchanan County",56.8,53.3,"Non-metro","Iowa"
2022-03-18,"Polk County",73.9,67.2,"Metro","Iowa"
2022-03-24,"Louisa County",56.7,52.6,"Non-metro","Iowa"
2022-03-25,"Louisa County",56.8,52.6,"Non-metro","Iowa"
2022-03-29,"Wayne County",45,41.9,"Non-metro","Iowa"
2022-03-28,"Louisa County",56.8,52.7,"Non-metro","Iowa"
2022-03-20,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-16,"Marion County",56.9,52.7,"Non-metro","Iowa"
2022-03-17,"Wright County",61.2,57,"Non-metro","Iowa"
2022-03-03,"Jackson County",55.7,52.7,"Non-metro","Iowa"
2022-03-17,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-28,"Humboldt County",53.1,49.8,"Non-metro","Iowa"
2022-03-21,"Dubuque County",68.6,64,"Metro","Iowa"
2022-03-22,"Monona County",57.2,53.6,"Non-metro","Iowa"
2022-03-03,"Scott County",70.9,60.1,"Metro","Iowa"
2022-03-03,"Wapello County",53.1,49.2,"Non-metro","Iowa"
2022-03-29,"Woodbury County",63,56.2,"Metro","Iowa"
2022-03-05,"Jackson County",55.7,52.7,"Non-metro","Iowa"
2022-03-19,"Keokuk County",49.7,46.3,"Non-metro","Iowa"
2022-03-16,"Dallas County",72,66.4,"Metro","Iowa"
2022-03-23,"Allamakee County",59.1,53.1,"Non-metro","Iowa"
2022-03-03,"Monroe County",48.9,45.9,"Non-metro","Iowa"
2022-03-02,"Cedar County",63.7,59.6,"Non-metro","Iowa"
2022-03-17,"Monona County",57.2,53.6,"Non-metro","Iowa"
2022-03-28,"Kossuth County",55.6,51.8,"Non-metro","Iowa"
2022-03-24,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-20,"Greene County",61.6,57.9,"Non-metro","Iowa"
2022-03-14,"Clinton County",60,54.2,"Non-metro","Iowa"
2022-03-30,"Jefferson County",52.5,47.9,"Non-metro","Iowa"
2022-03-06,"Jasper County",62.4,58,"Non-metro","Iowa"
2022-03-11,"Buchanan County",56.8,53.2,"Non-metro","Iowa"
2022-03-21,"Cerro Gordo County",67.9,62.8,"Non-metro","Iowa"
2022-03-19,"Jefferson County",52.4,47.8,"Non-metro","Iowa"
2022-03-17,"Crawford County",57.9,53.6,"Non-metro","Iowa"
2022-03-19,"Worth County",55.1,51.8,"Non-metro","Iowa"
2022-03-11,"Boone County",68.8,64.2,"Non-metro","Iowa"
2022-03-03,"Johnson County",79.6,71.8,"Metro","Iowa"
2022-03-22,"Monroe County",49,46.2,"Non-metro","Iowa"
2022-03-06,"Keokuk County",49.6,46.1,"Non-metro","Iowa"
2022-03-26,"Palo Alto County",54.1,50.7,"Non-metro","Iowa"
2022-03-31,"Guthrie County",62.2,58.1,"Metro","Iowa"
2022-03-29,"Monroe County",49.1,46.2,"Non-metro","Iowa"
2022-03-11,"Black Hawk County",64.7,59.7,"Metro","Iowa"
2022-03-02,"Mills County",63.3,54.8,"Metro","Iowa"
2022-03-13,"Lee County",56,50.6,"Non-metro","Iowa"
2022-03-10,"Van Buren County",44.8,41.8,"Non-metro","Iowa"
2022-03-14,"Polk County",73.8,67.1,"Metro","Iowa"
2022-03-14,"Marshall County",71.3,65.4,"Non-metro","Iowa"
2022-03-20,"Worth County",55.1,51.8,"Non-metro","Iowa"
2022-03-25,"Hardin County",59.4,56,"Non-metro","Iowa"
2022-03-18,"Madison County",58,53.7,"Metro","Iowa"
2022-03-09,"Fremont County",57.8,51.7,"Non-metro","Iowa"
2022-03-31,"Cedar County",63.9,59.9,"Non-metro","Iowa"
2022-03-22,"Mitchell County",51.2,48.6,"Non-metro","Iowa"
2022-03-08,"Polk County",73.7,67,"Metro","Iowa"
2022-03-10,"Delaware County",57.3,54.1,"Non-metro","Iowa"
2022-03-15,"Hardin County",59.3,55.9,"Non-metro","Iowa"
2022-03-03,"Taylor County",49.7,46.6,"Non-metro","Iowa"
2022-03-16,"Henry County",57.8,53.4,"Non-metro","Iowa"
2022-03-12,"Mills County",63.4,55,"Metro","Iowa"
2022-03-11,"Cherokee County",56.7,52.6,"Non-metro","Iowa"
2022-03-16,"Hardin County",59.3,55.9,"Non-metro","Iowa"
2022-03-30,"Fremont County",58.3,52.3,"Non-metro","Iowa"
2022-03-08,"Pocahontas County",55.8,51.8,"Non-metro","Iowa"
2022-03-14,"Shelby County",63.1,58.8,"Non-metro","Iowa"
2022-03-24,"Butler County",60.5,57.3,"Non-metro","Iowa"
2022-03-03,"Fremont County",57.7,51.6,"Non-metro","Iowa"
2022-03-25,"Page County",58.1,53.1,"Non-metro","Iowa"
2022-03-23,"Ringgold County",55.7,52.2,"Non-metro","Iowa"
2022-03-14,"Ida County",52.5,48.6,"Non-metro","Iowa"
2022-03-06,"Madison County",57.9,53.6,"Metro","Iowa"
2022-03-27,"Greene County",61.7,57.9,"Non-metro","Iowa"
2022-03-31,"Louisa County",56.8,52.7,"Non-metro","Iowa"
2022-03-29,"Johnson County",79.9,72.1,"Metro","Iowa"
2022-03-02,"Lee County",55.9,50.4,"Non-metro","Iowa"
2022-03-29,"Black Hawk County",64.9,59.9,"Metro","Iowa"
2022-03-05,"Delaware County",57.2,54.1,"Non-metro","Iowa"
2022-03-19,"Wright County",61.2,57.1,"Non-metro","Iowa"
2022-03-15,"Calhoun County",62.8,59.2,"Non-metro","Iowa"
2022-03-22,"Humboldt County",53.1,49.7,"Non-metro","Iowa"
2022-03-03,"Warren County",64.4,59.5,"Metro","Iowa"
2022-03-03,"Muscatine County",65.9,60.2,"Non-metro","Iowa"
2022-03-23,"Adair County",53.1,49.2,"Non-metro","Iowa"
2022-03-04,"Dallas County",71.9,66.3,"Metro","Iowa"
2022-03-13,"Boone County",68.8,64.2,"Non-metro","Iowa"
2022-03-08,"Scott County",70.9,60.2,"Metro","Iowa"
2022-03-09,"Franklin County",58.1,54.3,"Non-metro","Iowa"
2022-03-25,"Lee County",56.1,50.7,"Non-metro","Iowa"
2022-03-06,"Guthrie County",62,57.8,"Metro","Iowa"
2022-03-02,"Lucas County",48,44.8,"Non-metro","Iowa"
2022-03-22,"Wright County",61.2,57.1,"Non-metro","Iowa"
2022-03-29,"Jasper County",62.6,58.2,"Non-metro","Iowa"
2022-03-19,"Fremont County",57.9,51.9,"Non-metro","Iowa"
2022-03-28,"Franklin County",58.2,54.4,"Non-metro","Iowa"
2022-03-18,"Dubuque County",68.6,64,"Metro","Iowa"
2022-03-31,"Hancock County",52.7,49.6,"Non-metro","Iowa"
2022-03-30,"Wapello County",53.5,49.7,"Non-metro","Iowa"
2022-03-16,"Keokuk County",49.6,46.3,"Non-metro","Iowa"
2022-03-23,"Pocahontas County",55.9,51.9,"Non-metro","Iowa"
2022-03-11,"Montgomery County",62.4,56,"Non-metro","Iowa"
2022-03-12,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-05,"Van Buren County",44.8,41.7,"Non-metro","Iowa"
2022-03-15,"Allamakee County",59,53,"Non-metro","Iowa"
2022-03-27,"Marshall County",71.5,65.6,"Non-metro","Iowa"
2022-03-14,"Ringgold County",55.6,52,"Non-metro","Iowa"
2022-03-04,"Black Hawk County",64.6,59.5,"Metro","Iowa"
2022-03-05,"Greene County",61.5,57.7,"Non-metro","Iowa"
2022-03-19,"Audubon County",60.5,58,"Non-metro","Iowa"
2022-03-14,"Harrison County",58.5,51.6,"Metro","Iowa"
2022-03-25,"Clay County",56.2,51.7,"Non-metro","Iowa"
2022-03-16,"Lyon County",46.6,41.1,"Non-metro","Iowa"
2022-03-13,"Van Buren County",44.8,41.8,"Non-metro","Iowa"
2022-03-22,"Wapello County",53.5,49.6,"Non-metro","Iowa"
2022-03-04,"Hancock County",52.5,49.3,"Non-metro","Iowa"
2022-03-10,"Adair County",53,49,"Non-metro","Iowa"
2022-03-10,"Clinton County",60,54.2,"Non-metro","Iowa"
2022-03-21,"Henry County",57.8,53.5,"Non-metro","Iowa"
2022-03-05,"Poweshiek County",64.7,58.1,"Non-metro","Iowa"
2022-03-11,"Sioux County",44.7,41.4,"Non-metro","Iowa"
2022-03-04,"Henry County",57.6,53.2,"Non-metro","Iowa"
2022-03-24,"Lyon County",46.6,41.1,"Non-metro","Iowa"
2022-03-11,"Dickinson County",64.2,57.8,"Non-metro","Iowa"
2022-03-28,"Appanoose County",51.1,47.1,"Non-metro","Iowa"
2022-03-23,"Taylor County",49.8,46.8,"Non-metro","Iowa"
2022-03-07,"Page County",58,52.9,"Non-metro","Iowa"
2022-03-08,"Sac County",55.7,52.4,"Non-metro","Iowa"
2022-03-05,"Allamakee County",58.9,52.8,"Non-metro","Iowa"
2022-03-25,"Hamilton County",67.9,63.3,"Non-metro","Iowa"
2022-03-15,"Harrison County",58.6,51.7,"Metro","Iowa"
2022-03-08,"Davis County",38.7,36.3,"Non-metro","Iowa"
2022-03-27,"Ringgold County",55.7,52.2,"Non-metro","Iowa"
2022-03-22,"Lyon County",46.6,41.1,"Non-metro","Iowa"
2022-03-03,"Winneshiek County",66.6,61.9,"Non-metro","Iowa"
2022-03-14,"Henry County",57.7,53.4,"Non-metro","Iowa"
2022-03-25,"Greene County",61.7,57.9,"Non-metro","Iowa"
2022-03-14,"Floyd County",56.4,52.7,"Non-metro","Iowa"
2022-03-25,"Plymouth County",56.2,52.3,"Metro","Iowa"
2022-03-09,"Kossuth County",55.5,51.6,"Non-metro","Iowa"
2022-03-26,"Taylor County",49.8,46.8,"Non-metro","Iowa"
2022-03-08,"Adair County",53,49,"Non-metro","Iowa"
2022-03-23,"Madison County",58,53.8,"Metro","Iowa"
2022-03-29,"Boone County",68.9,64.3,"Non-metro","Iowa"
2022-03-23,"Lee County",56.1,50.7,"Non-metro","Iowa"
2022-03-02,"Franklin County",57.9,54,"Non-metro","Iowa"
2022-03-30,"Sac County",55.9,52.6,"Non-metro","Iowa"
2022-03-04,"Marion County",56.8,52.6,"Non-metro","Iowa"
2022-03-13,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-29,"Winneshiek County",66.8,62.1,"Non-metro","Iowa"
2022-03-19,"Winnebago County",56.1,52,"Non-metro","Iowa"
2022-03-30,"Cherokee County",56.9,52.8,"Non-metro","Iowa"
2022-03-08,"Fayette County",57.7,54.1,"Non-metro","Iowa"
2022-03-11,"Lee County",56,50.6,"Non-metro","Iowa"
2022-03-08,"Lucas County",48,44.9,"Non-metro","Iowa"
2022-03-04,"Clayton County",51.4,47.5,"Non-metro","Iowa"
2022-03-21,"Keokuk County",49.7,46.3,"Non-metro","Iowa"
2022-03-17,"Allamakee County",59,53,"Non-metro","Iowa"
2022-03-24,"Jones County",62,58.3,"Metro","Iowa"
2022-03-02,"Audubon County",60.4,57.8,"Non-metro","Iowa"
2022-03-17,"Floyd County",56.4,52.7,"Non-metro","Iowa"
2022-03-13,"Montgomery County",62.4,56,"Non-metro","Iowa"
2022-03-09,"Pocahontas County",55.8,51.8,"Non-metro","Iowa"
2022-03-15,"Webster County",62.1,57.2,"Non-metro","Iowa"
2022-03-09,"Taylor County",49.8,46.7,"Non-metro","Iowa"
2022-03-21,"Cedar County",63.8,59.8,"Non-metro","Iowa"
2022-03-02,"Delaware County",57.2,54,"Non-metro","Iowa"
2022-03-04,"Shelby County",63,58.7,"Non-metro","Iowa"
2022-03-04,"Buchanan County",56.7,53.2,"Non-metro","Iowa"
2022-03-27,"Cerro Gordo County",68,62.9,"Non-metro","Iowa"
2022-03-08,"Union County",55,51,"Non-metro","Iowa"
2022-03-22,"Allamakee County",59.1,53.1,"Non-metro","Iowa"
2022-03-29,"Franklin County",58.2,54.5,"Non-metro","Iowa"
2022-03-09,"Madison County",57.9,53.7,"Metro","Iowa"
2022-03-27,"Lucas County",48.1,45.1,"Non-metro","Iowa"
2022-03-07,"Henry County",57.6,53.2,"Non-metro","Iowa"
2022-03-02,"Jasper County",62.4,58,"Non-metro","Iowa"
2022-03-20,"Washington County",61.1,56.4,"Metro","Iowa"
2022-03-15,"Sac County",55.7,52.4,"Non-metro","Iowa"
2022-03-05,"Clinton County",59.9,54.1,"Non-metro","Iowa"
2022-03-15,"Buena Vista County",73.1,67.3,"Non-metro","Iowa"
2022-03-20,"Iowa County",66.6,62.5,"Non-metro","Iowa"
2022-03-20,"Boone County",68.8,64.3,"Non-metro","Iowa"
2022-03-10,"Washington County",61.1,56.3,"Metro","Iowa"
2022-03-11,"Winnebago County",56,51.9,"Non-metro","Iowa"
2022-03-03,"Tama County",66.9,61.9,"Non-metro","Iowa"
2022-03-21,"Wapello County",53.4,49.5,"Non-metro","Iowa"
2022-03-12,"Tama County",67,62.1,"Non-metro","Iowa"
2022-03-27,"Van Buren County",44.8,41.9,"Non-metro","Iowa"
2022-03-17,"Humboldt County",53.1,49.7,"Non-metro","Iowa"
2022-03-15,"Union County",55,51,"Non-metro","Iowa"
2022-03-04,"Jefferson County",52.3,47.7,"Non-metro","Iowa"
2022-03-13,"Emmet County",56.5,52,"Non-metro","Iowa"
2022-03-18,"Humboldt County",53.1,49.7,"Non-metro","Iowa"
2022-03-22,"Linn County",71.8,66.3,"Metro","Iowa"
2022-03-06,"Hardin County",59.2,55.7,"Non-metro","Iowa"
2022-03-10,"Scott County",71,60.2,"Metro","Iowa"
2022-03-24,"Marion County",56.9,52.8,"Non-metro","Iowa"
2022-03-14,"Boone County",68.8,64.2,"Non-metro","Iowa"
2022-03-15,"Mahaska County",47.7,44,"Non-metro","Iowa"
2022-03-22,"Fayette County",57.8,54.3,"Non-metro","Iowa"
2022-03-03,"Sac County",55.7,52.3,"Non-metro","Iowa"
2022-03-01,"Washington County",61,56.2,"Metro","Iowa"
2022-03-21,"Cass County",62,57.9,"Non-metro","Iowa"
2022-03-19,"Polk County",73.9,67.2,"Metro","Iowa"
2022-03-21,"Jasper County",62.5,58.1,"Non-metro","Iowa"
2022-03-05,"Benton County",62.4,57.9,"Metro","Iowa"
2022-03-29,"Poweshiek County",64.9,58.3,"Non-metro","Iowa"
2022-03-14,"Buena Vista County",73,67.3,"Non-metro","Iowa"
2022-03-16,"Greene County",61.6,57.8,"Non-metro","Iowa"
2022-03-30,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-18,"Pottawattamie County",65.3,57,"Metro","Iowa"
2022-03-03,"Story County",68,62.6,"Metro","Iowa"
